date,home_team,away_team,home_goals_scored_avg,home_goals_conceded_avg,home_win_rate,home_draw_rate,home_form_points,home_games_played,home_rank,away_goals_scored_avg,away_goals_conceded_avg,away_win_rate,away_draw_rate,away_form_points,away_games_played,away_rank,rank_diff,goal_avg_diff,form_diff,home_goals,away_goals,outcome
2015-06-19,Mexico,Ecuador,1.1,1.2,0.4,0.1,1.3,10,23,1.667,1.556,0.222,0.444,1.111,9,31,8,-0.567,0.18900000000000006,1,2,0
2015-06-20,Uruguay,Paraguay,1.0,0.75,0.5,0.25,1.75,8,8,1.0,1.667,0.0,0.667,0.667,3,85,77,0.0,1.083,1,1,1
2015-06-26,Argentina,Colombia,1.2,1.0,0.5,0.2,1.7,10,3,1.778,0.889,0.556,0.222,1.889,9,4,1,-0.5780000000000001,-0.18900000000000006,0,0,1
2015-06-27,Brazil,Paraguay,1.7,1.4,0.7,0.0,2.1,10,5,1.0,1.5,0.0,0.75,0.75,4,85,80,0.7,1.35,1,1,1
2015-06-30,Argentina,Paraguay,1.1,1.0,0.4,0.3,1.5,10,3,1.0,1.4,0.0,0.8,0.8,5,85,82,0.10000000000000009,0.7,6,1,2
2015-07-07,Panama,Haiti,0.167,2.0,0.0,0.333,0.333,6,54,1.2,1.2,0.33,0.33,1.0,0,76,22,-1.033,-0.667,1,1,1
2015-07-10,United States,Haiti,1.7,1.3,0.5,0.2,1.7,10,100,1.0,1.0,0.0,1.0,1.0,1,79,-21,0.7,0.7,1,0,2
2015-07-13,United States,Panama,1.6,1.2,0.5,0.2,1.7,10,100,0.286,1.857,0.0,0.429,0.429,7,62,-38,1.314,1.271,1,1,1
2015-07-22,Panama,Mexico,0.375,1.75,0.0,0.5,0.5,8,62,0.9,1.3,0.3,0.1,1.0,10,40,-22,-0.525,-0.5,1,2,0
2015-07-25,United States,Panama,1.5,1.1,0.5,0.2,1.7,10,100,0.444,1.778,0.0,0.444,0.444,9,62,-38,1.056,1.256,1,1,1
2015-08-05,Japan,South Korea,2.1,1.4,0.7,0.0,2.1,10,50,1.3,0.4,0.7,0.1,2.2,10,100,50,0.8,-0.10000000000000009,1,1,1
2015-09-03,Belgium,Bosnia and Herzegovina,1.667,0.778,0.778,0.111,2.444,9,2,1.167,1.167,0.333,0.333,1.333,6,30,28,0.5,1.111,3,1,2
2015-09-04,Portugal,France,1.167,1.5,0.5,0.167,1.667,6,6,1.8,1.2,0.5,0.2,1.7,10,24,18,-0.633,-0.03299999999999992,0,1,0
2015-09-06,Norway,Croatia,0.25,2.5,0.0,0.25,0.25,4,69,1.833,1.833,0.333,0.167,1.167,6,14,-55,-1.583,-0.917,2,0,2
2015-09-07,Scotland,Germany,1.0,1.667,0.333,0.0,1.0,3,31,2.0,1.1,0.7,0.1,2.2,10,3,-28,-1.0,-1.2000000000000002,2,3,0
2015-09-08,United States,Brazil,1.6,1.1,0.5,0.3,1.8,10,100,1.6,1.4,0.6,0.1,1.9,10,5,-95,0.0,-0.09999999999999987,1,4,0
2015-09-08,England,Switzerland,1.8,1.0,0.6,0.2,2.0,5,10,1.167,2.0,0.167,0.333,0.833,6,17,7,0.633,1.167,2,0,2
2015-09-08,Mexico,Argentina,1.1,1.3,0.4,0.1,1.3,10,26,1.7,1.1,0.5,0.2,1.7,10,1,-25,-0.5999999999999999,-0.3999999999999999,2,2,1
2015-09-08,South Africa,Senegal,0.667,2.0,0.0,0.5,0.5,6,72,1.111,0.889,0.444,0.333,1.667,9,38,-34,-0.44399999999999995,-1.167,1,0,2
2015-09-08,Sweden,Austria,0.8,1.0,0.2,0.4,1.0,5,36,1.0,1.25,0.0,0.75,0.75,4,13,-23,-0.19999999999999996,0.25,1,4,0
2015-10-03,Jordan,Iraq,0.25,1.875,0.0,0.0,0.0,8,99,0.5,1.5,0.125,0.25,0.625,8,85,-14,-0.25,-0.625,3,0,2
2015-10-08,Jordan,Australia,0.556,1.667,0.111,0.0,0.333,9,99,1.0,1.8,0.2,0.1,0.7,10,58,-41,-0.44399999999999995,-0.36699999999999994,2,0,2
2015-10-08,Argentina,Ecuador,1.9,1.2,0.5,0.3,1.8,10,1,1.7,1.5,0.3,0.4,1.3,10,31,30,0.19999999999999996,0.5,0,2,0
2015-10-10,United States,Mexico,1.6,1.3,0.5,0.3,1.8,10,100,1.3,1.4,0.4,0.2,1.4,10,27,-73,0.30000000000000004,0.40000000000000013,2,3,0
2015-10-13,Algeria,Senegal,1.5,1.25,0.375,0.125,1.25,8,19,1.0,0.9,0.4,0.3,1.5,10,38,19,0.5,-0.25,1,0,2
2015-10-13,Iran,Japan,1.125,1.25,0.5,0.125,1.625,8,100,1.8,1.3,0.6,0.1,1.9,10,55,-45,-0.675,-0.2749999999999999,1,1,1
2015-10-13,Paraguay,Argentina,1.0,2.167,0.0,0.667,0.667,6,61,1.5,1.2,0.4,0.3,1.5,10,1,-60,-0.5,-0.833,0,0,1
2015-10-13,Uruguay,Colombia,1.0,0.778,0.444,0.333,1.667,9,20,1.6,0.8,0.5,0.3,1.8,10,5,-15,-0.6000000000000001,-0.133,3,0,2
2015-11-12,Ecuador,Uruguay,1.5,1.2,0.3,0.4,1.3,10,21,1.2,0.7,0.5,0.3,1.8,10,12,-9,0.30000000000000004,-0.5,2,1,2
2015-11-13,France,Germany,1.5,1.2,0.5,0.2,1.7,10,24,2.2,1.3,0.7,0.1,2.2,10,2,-22,-0.7000000000000002,-0.5000000000000002,2,0,2
2015-11-13,Spain,England,0.8,1.8,0.2,0.0,0.6,5,6,1.833,0.833,0.667,0.167,2.167,6,9,3,-1.033,-1.5669999999999997,2,0,2
2015-11-13,Argentina,Brazil,1.5,1.0,0.4,0.4,1.6,10,3,1.9,0.8,0.7,0.1,2.2,10,8,5,-0.3999999999999999,-0.6000000000000001,1,1,1
2015-11-17,Austria,Switzerland,1.6,1.2,0.2,0.6,1.2,5,10,1.0,2.0,0.143,0.286,0.714,7,11,1,0.6000000000000001,0.486,1,2,0
2015-11-17,Colombia,Argentina,1.5,1.0,0.5,0.2,1.7,10,7,1.4,1.0,0.3,0.5,1.4,10,3,-4,0.10000000000000009,0.30000000000000004,0,1,0
2015-11-17,England,France,1.571,1.0,0.571,0.143,1.857,7,9,1.6,1.1,0.6,0.1,1.9,10,24,15,-0.029000000000000137,-0.04299999999999993,2,0,2
2016-01-27,Egypt,Jordan,0.6,1.2,0.2,0.0,0.6,5,58,0.7,1.5,0.2,0.0,0.6,10,86,28,-0.09999999999999998,0.0,0,1,0
2016-03-24,Ecuador,Paraguay,1.6,1.2,0.4,0.3,1.5,10,13,0.857,1.857,0.0,0.714,0.714,7,43,30,0.7430000000000001,0.786,2,2,1
2016-03-25,Haiti,Panama,0.5,1.0,0.0,0.5,0.5,2,64,0.5,1.7,0.0,0.5,0.5,10,55,-9,0.0,0.0,0,0,1
2016-03-25,Brazil,Uruguay,2.0,0.6,0.7,0.2,2.3,10,6,1.2,0.8,0.5,0.2,1.7,10,11,5,0.8,0.5999999999999999,2,2,1
2016-03-25,Canada,Mexico,0.0,0.0,0.0,1.0,1.0,1,87,1.6,1.6,0.5,0.1,1.6,10,22,-65,-1.6,-0.6000000000000001,0,3,0
2016-03-25,Netherlands,France,2.2,1.2,0.6,0.2,2.0,10,15,1.1,1.1,0.5,0.1,1.6,10,24,9,1.1,0.3999999999999999,2,3,0
2016-03-26,Germany,England,2.0,1.4,0.6,0.1,1.9,10,4,1.625,0.875,0.625,0.125,2.0,8,9,5,0.375,-0.10000000000000009,2,3,0
2016-03-29,Australia,Jordan,1.0,1.9,0.2,0.1,0.7,10,67,0.8,1.3,0.3,0.0,0.9,10,82,15,0.19999999999999996,-0.20000000000000007,5,1,2
2016-03-29,Colombia,Ecuador,1.3,0.9,0.5,0.1,1.6,10,8,1.7,1.1,0.4,0.4,1.6,10,13,5,-0.3999999999999999,0.0,3,1,2
2016-03-29,England,Netherlands,1.778,1.0,0.667,0.111,2.111,9,9,2.3,1.4,0.6,0.1,1.9,10,15,6,-0.5219999999999998,0.2110000000000003,1,2,0
2016-03-29,Mexico,Canada,1.6,1.5,0.5,0.1,1.6,10,22,0.0,1.5,0.0,0.5,0.5,2,87,65,1.6,1.1,2,0,2
2016-03-29,Panama,Haiti,0.5,1.3,0.0,0.6,0.6,10,55,0.333,0.667,0.0,0.667,0.667,3,64,9,0.16699999999999998,-0.06700000000000006,1,0,2
2016-03-29,Paraguay,Brazil,1.0,1.875,0.0,0.75,0.75,8,43,2.1,0.8,0.6,0.3,2.1,10,6,-37,-1.1,-1.35,2,2,1
2016-03-29,Portugal,Belgium,1.0,1.429,0.429,0.143,1.429,7,7,1.8,0.8,0.8,0.1,2.5,10,1,-6,-0.8,-1.071,2,1,2
2016-03-29,Switzerland,Bosnia and Herzegovina,1.125,1.875,0.25,0.25,1.0,8,12,1.143,1.429,0.286,0.286,1.143,7,21,9,-0.018000000000000016,-0.14300000000000002,0,2,0
2016-05-27,England,Australia,1.7,1.1,0.6,0.1,1.9,10,10,1.3,1.7,0.3,0.1,1.0,10,50,40,0.3999999999999999,0.8999999999999999,2,1,2
2016-05-28,Switzerland,Belgium,1.0,1.889,0.222,0.222,0.889,9,14,1.7,1.0,0.7,0.1,2.2,10,2,-12,-0.7,-1.3110000000000002,1,2,0
2016-05-28,Mexico,Paraguay,1.7,1.3,0.6,0.1,1.9,10,16,1.111,1.889,0.0,0.778,0.778,9,39,23,0.589,1.1219999999999999,1,0,2
2016-05-29,Bosnia and Herzegovina,Spain,1.25,1.25,0.375,0.25,1.375,8,20,1.0,1.5,0.333,0.0,1.0,6,6,-14,0.25,0.375,1,3,0
2016-05-29,Portugal,Norway,1.125,1.375,0.5,0.125,1.625,8,8,0.6,2.0,0.2,0.2,0.8,5,49,41,0.525,0.825,3,0,2
2016-06-01,Spain,South Korea,1.286,1.429,0.429,0.0,1.286,7,6,1.2,0.5,0.6,0.2,2.0,10,100,94,0.08600000000000008,-0.714,6,1,2
2016-06-02,England,Portugal,1.7,1.0,0.7,0.0,2.1,10,11,1.333,1.222,0.556,0.111,1.778,9,8,-3,0.367,0.32200000000000006,1,0,2
2016-06-03,United States,Colombia,1.7,1.4,0.5,0.3,1.8,10,100,1.3,1.0,0.5,0.1,1.6,10,3,-97,0.3999999999999999,0.19999999999999996,0,2,0
2016-06-04,Austria,Netherlands,1.5,1.333,0.167,0.5,1.0,6,10,2.4,1.5,0.6,0.1,1.9,10,14,4,-0.8999999999999999,-0.8999999999999999,0,2,0
2016-06-04,Brazil,Ecuador,2.1,1.0,0.5,0.4,1.9,10,7,1.6,1.2,0.4,0.3,1.5,10,13,6,0.5,0.3999999999999999,0,0,1
2016-06-04,France,Scotland,1.4,1.3,0.6,0.0,1.8,10,17,1.25,2.0,0.25,0.0,0.75,4,43,26,0.1499999999999999,1.05,3,0,2
2016-06-05,Mexico,Uruguay,1.7,1.3,0.6,0.1,1.9,10,16,1.2,0.9,0.4,0.3,1.5,10,9,-7,0.5,0.3999999999999999,3,1,2
2016-06-05,Belgium,Norway,1.8,1.1,0.7,0.1,2.2,10,2,0.5,2.167,0.167,0.167,0.667,6,51,49,1.3,1.5330000000000001,3,2,2
2016-06-07,Canada,Uzbekistan,0.0,1.667,0.0,0.333,0.333,3,93,1.1,1.5,0.4,0.2,1.4,10,66,-27,-1.1,-1.067,2,1,2
2016-06-07,Colombia,Paraguay,1.1,0.9,0.5,0.1,1.6,10,3,1.0,1.8,0.0,0.7,0.7,10,44,41,0.10000000000000009,0.9000000000000001,2,1,2
2016-06-07,Japan,Bosnia and Herzegovina,1.8,1.0,0.6,0.2,2.0,10,53,1.222,1.444,0.333,0.222,1.222,9,20,-33,0.5780000000000001,0.778,1,2,0
2016-06-08,Brazil,Haiti,1.7,1.0,0.4,0.5,1.7,10,7,0.25,0.75,0.0,0.5,0.5,4,74,67,1.45,1.2,7,1,2
2016-06-10,Argentina,Panama,1.5,0.9,0.4,0.5,1.7,10,1,0.6,1.2,0.1,0.6,0.9,10,56,55,0.9,0.7999999999999999,5,0,2
2016-06-11,United States,Paraguay,1.5,1.6,0.4,0.3,1.5,10,100,1.0,1.9,0.0,0.6,0.6,10,44,-56,0.5,0.9,1,0,2
2016-06-12,Ecuador,Haiti,1.5,1.0,0.4,0.4,1.6,10,13,0.4,2.0,0.0,0.4,0.4,5,74,61,1.1,1.2000000000000002,4,0,2
2016-06-16,United States,Ecuador,1.5,1.5,0.5,0.2,1.7,10,100,1.9,1.0,0.5,0.3,1.8,10,13,-87,-0.3999999999999999,-0.10000000000000009,2,1,2
2016-06-18,Portugal,Austria,1.2,1.2,0.5,0.1,1.6,10,8,1.286,1.429,0.143,0.429,0.857,7,10,2,-0.08600000000000008,0.7430000000000001,0,0,1
2016-06-19,France,Switzerland,1.7,1.2,0.7,0.0,2.1,10,17,1.0,1.9,0.2,0.2,0.8,10,15,-2,0.7,1.3,0,0,1
2016-06-21,Croatia,Spain,1.571,1.857,0.286,0.143,1.0,7,27,1.875,1.375,0.5,0.0,1.5,8,6,-21,-0.30400000000000005,-0.5,2,1,2
2016-06-21,United States,Argentina,1.5,1.6,0.5,0.2,1.7,10,100,1.8,0.8,0.4,0.5,1.7,10,1,-99,-0.30000000000000004,0.0,0,4,0
2016-06-22,Sweden,Belgium,0.833,1.5,0.167,0.333,0.833,6,35,1.9,1.2,0.7,0.1,2.2,10,2,-33,-1.067,-1.3670000000000002,0,1,0
2016-06-25,Croatia,Portugal,1.625,1.75,0.375,0.125,1.25,8,27,1.1,1.2,0.4,0.2,1.4,10,8,-19,0.5249999999999999,-0.1499999999999999,0,1,0
2016-06-25,United States,Colombia,1.1,1.7,0.4,0.2,1.4,10,100,1.1,1.0,0.5,0.1,1.6,10,3,-97,0.0,-0.20000000000000018,0,1,0
2016-07-07,France,Germany,1.6,1.2,0.6,0.1,1.9,10,17,2.1,1.7,0.5,0.1,1.6,10,4,-13,-0.5,0.2999999999999998,2,0,2
2016-07-10,France,Portugal,1.6,1.1,0.6,0.1,1.9,10,17,1.2,0.8,0.5,0.2,1.7,10,8,-9,0.40000000000000013,0.19999999999999996,0,1,0
2016-07-24,Uzbekistan,Iraq,0.9,1.6,0.3,0.2,1.1,10,56,0.444,1.667,0.111,0.222,0.556,9,99,43,0.456,0.544,2,1,2
2016-08-08,Qatar,Iraq,1.111,0.444,0.556,0.222,1.889,9,79,0.5,1.7,0.1,0.2,0.5,10,99,20,0.611,1.389,2,1,2
2016-08-18,Jordan,Qatar,0.9,1.5,0.3,0.0,0.9,10,79,1.2,0.5,0.6,0.2,2.0,10,80,1,-0.29999999999999993,-1.1,2,3,0
2016-09-01,Argentina,Uruguay,2.0,0.6,0.5,0.4,1.9,10,1,1.3,1.0,0.4,0.3,1.5,10,12,11,0.7,0.3999999999999999,1,0,2
2016-09-01,Australia,Iraq,1.4,1.6,0.3,0.1,1.0,10,57,0.6,1.8,0.1,0.2,0.5,10,113,56,0.7999999999999999,0.5,2,0,2
2016-09-01,Belgium,Spain,1.9,1.2,0.7,0.1,2.2,10,2,1.778,1.444,0.444,0.0,1.333,9,8,6,0.12199999999999989,0.8670000000000002,0,2,0
2016-09-01,Ecuador,Brazil,1.9,1.0,0.5,0.3,1.8,10,17,2.2,1.0,0.4,0.5,1.7,10,9,-8,-0.30000000000000027,0.10000000000000009,0,3,0
2016-09-01,Iran,Qatar,1.111,1.222,0.444,0.222,1.556,9,100,1.3,0.7,0.6,0.2,2.0,10,80,-20,-0.18900000000000006,-0.44399999999999995,2,0,2
2016-09-04,Norway,Germany,0.714,2.286,0.143,0.143,0.571,7,50,1.4,1.8,0.4,0.1,1.3,10,4,-46,-0.6859999999999999,-0.7290000000000001,0,3,0
2016-09-06,Uruguay,Paraguay,1.1,1.1,0.3,0.3,1.2,10,12,1.0,1.8,0.0,0.6,0.6,10,42,30,0.10000000000000009,0.6,4,0,2
2016-09-06,Switzerland,Portugal,0.8,1.7,0.2,0.2,0.8,10,18,1.1,0.6,0.6,0.1,1.9,10,6,-12,-0.30000000000000004,-1.0999999999999999,2,0,2
2016-09-06,Sweden,Netherlands,0.714,1.429,0.143,0.286,0.714,7,40,2.1,1.4,0.6,0.1,1.9,10,26,-14,-1.3860000000000001,-1.186,1,1,1
2016-09-06,South Africa,Egypt,0.714,1.714,0.143,0.429,0.857,7,64,0.5,1.167,0.167,0.0,0.5,6,43,-21,0.21399999999999997,0.357,1,0,2
2016-09-06,Qatar,Uzbekistan,1.3,0.9,0.6,0.1,1.9,10,80,1.1,1.4,0.4,0.2,1.4,10,55,-25,0.19999999999999996,0.5,0,1,0
2016-09-06,Iraq,Saudi Arabia,0.6,2.0,0.1,0.1,0.4,10,113,1.143,1.857,0.143,0.286,0.714,7,61,-52,-0.543,-0.31399999999999995,1,2,0
2016-09-06,Brazil,Colombia,2.2,0.9,0.4,0.5,1.7,10,9,1.1,0.8,0.6,0.1,1.9,10,3,-6,1.1,-0.19999999999999996,2,1,2
2016-10-06,Japan,Iraq,1.9,1.0,0.6,0.2,2.0,10,56,0.7,2.1,0.1,0.1,0.4,10,128,72,1.2,1.6,2,1,2
2016-10-06,South Korea,Qatar,1.2,1.1,0.5,0.2,1.7,10,100,1.0,1.0,0.5,0.1,1.6,10,85,-15,0.19999999999999996,0.09999999999999987,3,2,2
2016-10-06,Paraguay,Colombia,0.8,2.0,0.0,0.5,0.5,10,36,1.2,0.9,0.6,0.1,1.9,10,4,-32,-0.3999999999999999,-1.4,0,1,0
2016-10-06,Saudi Arabia,Australia,1.25,1.75,0.25,0.25,1.0,8,52,1.6,1.4,0.4,0.1,1.3,10,45,-7,-0.3500000000000001,-0.30000000000000004,2,2,1
2016-10-06,Uzbekistan,Iran,1.0,1.3,0.4,0.2,1.4,10,49,1.2,1.1,0.5,0.2,1.7,10,100,51,-0.19999999999999996,-0.30000000000000004,0,1,0
2016-10-07,Belgium,Bosnia and Herzegovina,1.7,1.3,0.6,0.1,1.9,10,2,1.3,1.4,0.4,0.2,1.4,10,23,21,0.3999999999999999,0.5,4,0,2
2016-10-08,Mexico,New Zealand,1.7,1.2,0.6,0.1,1.9,10,15,0.75,2.0,0.0,0.25,0.25,4,88,73,0.95,1.65,2,1,2
2016-10-10,Netherlands,France,1.9,1.3,0.5,0.2,1.7,10,24,1.5,1.2,0.5,0.1,1.6,10,8,-16,0.3999999999999999,0.09999999999999987,0,1,0
2016-10-11,Argentina,Paraguay,2.0,0.6,0.5,0.4,1.9,10,1,0.7,2.0,0.0,0.4,0.4,10,36,35,1.3,1.5,0,1,0
2016-10-11,Australia,Japan,1.5,1.4,0.3,0.2,1.1,10,45,2.1,0.7,0.7,0.2,2.3,10,56,11,-0.6000000000000001,-1.1999999999999997,1,1,1
2016-10-11,Colombia,Uruguay,1.1,0.8,0.6,0.1,1.9,10,4,1.4,1.1,0.3,0.3,1.2,10,9,5,-0.2999999999999998,0.7,2,2,1
2016-10-11,Iran,South Korea,1.3,1.0,0.6,0.2,2.0,10,100,1.5,1.2,0.6,0.2,2.0,10,100,0,-0.19999999999999996,0.0,1,0,2
2016-10-11,Mexico,Panama,1.9,1.1,0.7,0.1,2.2,10,15,0.6,1.7,0.1,0.5,0.8,10,62,47,1.2999999999999998,1.4000000000000001,1,0,2
2016-10-11,Morocco,Canada,0.0,0.5,0.0,0.5,0.5,2,58,0.5,1.5,0.25,0.25,1.0,4,103,45,-0.5,-0.5,4,0,2
2016-10-11,South Africa,Ghana,0.75,1.5,0.25,0.375,1.125,8,62,1.444,1.333,0.333,0.111,1.111,9,43,-19,-0.694,0.014000000000000012,1,1,1
2016-11-06,Jordan,Iraq,1.1,1.6,0.3,0.0,0.9,10,104,0.7,2.3,0.0,0.1,0.1,10,113,9,0.40000000000000013,0.8,0,0,1
2016-11-09,Netherlands,Belgium,1.7,1.3,0.4,0.2,1.4,10,20,2.1,1.2,0.7,0.1,2.2,10,4,-16,-0.40000000000000013,-0.8000000000000003,1,1,1
2016-11-10,Brazil,Argentina,2.2,1.0,0.4,0.5,1.7,10,3,2.0,0.7,0.5,0.3,1.8,10,1,-2,0.20000000000000018,-0.10000000000000009,3,0,2
2016-11-10,Uruguay,Ecuador,1.5,1.2,0.3,0.3,1.2,10,9,1.8,1.2,0.5,0.2,1.7,10,19,10,-0.30000000000000004,-0.5,2,1,2
2016-11-10,Uzbekistan,Jordan,0.9,1.4,0.3,0.2,1.1,10,48,1.1,1.5,0.3,0.1,1.0,10,104,56,-0.20000000000000007,0.10000000000000009,1,0,2
2016-11-11,England,Scotland,1.7,0.8,0.8,0.0,2.4,10,12,1.0,2.2,0.2,0.0,0.6,5,57,45,0.7,1.7999999999999998,3,0,2
2016-11-11,France,Sweden,1.5,0.9,0.6,0.1,1.9,10,7,0.75,1.375,0.125,0.375,0.75,8,39,32,0.75,1.15,2,1,2
2016-11-11,South Korea,Canada,1.3,1.3,0.5,0.2,1.7,10,100,0.4,2.0,0.2,0.2,0.8,5,110,10,0.9,0.8999999999999999,2,0,2
2016-11-11,United States,Mexico,0.9,1.7,0.3,0.2,1.1,10,100,2.0,0.9,0.8,0.1,2.5,10,17,-83,-1.1,-1.4,1,2,0
2016-11-13,Egypt,Ghana,0.429,1.143,0.143,0.0,0.429,7,46,1.4,1.3,0.3,0.2,1.1,10,45,-1,-0.9709999999999999,-0.671,2,0,2
2016-11-15,Panama,Mexico,0.6,1.6,0.1,0.5,0.8,10,63,2.1,0.8,0.9,0.1,2.8,10,17,-46,-1.5,-1.9999999999999998,0,0,1
2016-11-15,South Korea,Uzbekistan,1.4,1.3,0.5,0.2,1.7,10,100,1.0,1.4,0.4,0.1,1.3,10,48,-52,0.3999999999999999,0.3999999999999999,2,1,2
2016-11-15,Japan,Saudi Arabia,2.0,0.7,0.6,0.3,2.1,10,51,1.333,1.778,0.222,0.333,1.0,9,54,3,0.667,1.1,2,1,2
2016-11-15,England,Spain,1.9,0.8,0.8,0.0,2.4,10,12,1.8,1.3,0.5,0.0,1.5,10,10,-2,0.09999999999999987,0.8999999999999999,2,2,1
2016-11-15,Argentina,Colombia,1.4,0.9,0.4,0.3,1.5,10,1,1.2,1.0,0.5,0.2,1.7,10,5,4,0.19999999999999996,-0.19999999999999996,3,0,2
2017-01-08,Egypt,Tunisia,0.625,1.0,0.25,0.0,0.75,8,36,0.778,0.667,0.444,0.333,1.667,9,35,-1,-0.15300000000000002,-0.917,1,0,2
2017-01-15,Tunisia,Senegal,0.7,0.7,0.4,0.3,1.5,10,36,0.8,0.8,0.4,0.2,1.4,10,33,-3,-0.10000000000000009,0.10000000000000009,0,2,0
2017-01-19,Algeria,Tunisia,1.444,1.111,0.444,0.111,1.444,9,39,0.6,0.8,0.4,0.2,1.4,10,36,-3,0.844,0.04400000000000004,1,2,0
2017-01-23,Senegal,Algeria,0.8,0.8,0.4,0.2,1.4,10,33,1.4,1.2,0.4,0.1,1.3,10,39,6,-0.5999999999999999,0.09999999999999987,2,2,1
2017-01-25,Egypt,Ghana,0.667,0.889,0.333,0.0,1.0,9,35,1.4,1.4,0.3,0.2,1.1,10,54,19,-0.7329999999999999,-0.10000000000000009,1,0,2
2017-01-26,Brazil,Colombia,2.5,0.9,0.5,0.5,2.0,10,2,1.2,1.3,0.5,0.1,1.6,10,6,4,1.3,0.3999999999999999,1,0,2
2017-01-29,Egypt,Morocco,0.7,0.8,0.4,0.0,1.2,10,35,1.333,0.333,0.333,0.333,1.333,3,57,22,-0.633,-0.133,1,0,2
2017-03-18,Iran,Iraq,1.3,0.7,0.7,0.2,2.3,10,100,0.7,2.2,0.0,0.2,0.2,10,122,22,0.6000000000000001,2.0999999999999996,0,1,0
2017-03-22,Germany,England,1.6,1.8,0.4,0.1,1.3,10,3,1.9,1.0,0.7,0.1,2.2,10,14,11,-0.2999999999999998,-0.9000000000000001,1,0,2
2017-03-22,Scotland,Canada,0.833,2.333,0.167,0.0,0.5,6,67,0.333,2.0,0.167,0.167,0.667,6,117,50,0.49999999999999994,-0.16700000000000004,1,1,1
2017-03-23,Iraq,Australia,0.5,1.9,0.1,0.1,0.4,10,122,1.6,1.4,0.3,0.3,1.2,10,55,-67,-1.1,-0.7999999999999999,1,1,1
2017-03-23,Paraguay,Ecuador,0.7,1.9,0.1,0.3,0.6,10,43,1.5,1.4,0.4,0.2,1.4,10,22,-21,-0.8,-0.7999999999999999,2,1,2
2017-03-23,Qatar,Iran,1.1,1.3,0.4,0.1,1.3,10,84,1.2,0.8,0.6,0.2,2.0,10,100,16,-0.09999999999999987,-0.7,0,1,0
2017-03-23,Uruguay,Brazil,1.6,1.3,0.3,0.3,1.2,10,9,2.5,0.8,0.6,0.4,2.2,10,2,-7,-0.8999999999999999,-1.0000000000000002,1,4,0
2017-03-28,Uzbekistan,Qatar,0.8,1.5,0.3,0.1,1.0,10,63,1.0,1.3,0.4,0.0,1.2,10,84,21,-0.19999999999999996,-0.19999999999999996,1,0,2
2017-03-28,Saudi Arabia,Iraq,1.3,1.8,0.2,0.3,0.9,10,57,0.6,1.8,0.1,0.2,0.5,10,122,65,0.7000000000000001,0.4,1,0,2
2017-03-28,Portugal,Sweden,0.9,0.7,0.5,0.1,1.6,10,8,0.778,1.444,0.111,0.333,0.667,9,45,37,0.122,0.933,2,3,0
2017-03-28,Panama,United States,0.5,1.5,0.1,0.5,0.8,10,53,0.9,1.9,0.2,0.2,0.8,10,100,47,-0.4,0.0,1,1,1
2017-03-28,Morocco,Tunisia,1.0,0.5,0.25,0.25,1.0,4,49,0.7,0.9,0.4,0.2,1.4,10,37,-12,0.30000000000000004,-0.3999999999999999,1,0,2
2017-03-28,France,Spain,1.4,0.6,0.7,0.1,2.2,10,6,1.9,1.0,0.5,0.1,1.6,10,10,4,-0.5,0.6000000000000001,0,2,0
2017-03-28,Ecuador,Colombia,1.4,1.5,0.3,0.2,1.1,10,22,1.2,1.1,0.5,0.1,1.6,10,7,-15,0.19999999999999996,-0.5,0,2,0
2017-03-28,Brazil,Paraguay,2.5,0.8,0.6,0.4,2.2,10,2,0.8,1.4,0.2,0.3,0.9,10,43,41,1.7,1.3000000000000003,3,0,2
2017-05-28,Mexico,Croatia,1.9,0.7,0.8,0.2,2.6,10,16,1.444,1.667,0.333,0.111,1.111,9,18,2,0.45599999999999996,1.489,1,2,0
2017-05-31,Morocco,Netherlands,1.0,0.4,0.4,0.2,1.4,5,53,1.8,1.4,0.4,0.2,1.4,10,32,-21,-0.8,0.0,1,2,0
2017-06-01,Iraq,Jordan,0.6,1.5,0.1,0.2,0.5,10,120,1.0,1.4,0.3,0.1,1.0,10,109,-11,-0.4,-0.5,1,0,2
2017-06-02,France,Paraguay,1.3,0.8,0.6,0.1,1.9,10,6,0.8,1.7,0.2,0.2,0.8,10,36,30,0.5,1.0999999999999999,5,0,2
2017-06-07,Iraq,South Korea,0.7,1.2,0.2,0.2,0.8,10,120,1.4,1.4,0.5,0.2,1.7,10,100,-20,-0.7,-0.8999999999999999,0,0,1
2017-06-07,Spain,Colombia,1.8,1.0,0.5,0.1,1.6,10,10,1.4,1.0,0.6,0.1,1.9,10,5,-5,0.40000000000000013,-0.2999999999999998,2,2,1
2017-06-08,Australia,Saudi Arabia,1.6,1.3,0.3,0.4,1.3,10,48,1.2,1.5,0.3,0.3,1.2,10,53,5,0.40000000000000013,0.10000000000000009,3,2,2
2017-06-09,Argentina,Brazil,1.5,0.7,0.5,0.2,1.7,10,2,2.7,0.7,0.7,0.3,2.4,10,1,-1,-1.2000000000000002,-0.7,1,0,2
2017-06-09,Sweden,France,1.0,1.5,0.2,0.3,0.9,10,34,1.6,0.8,0.6,0.1,1.9,10,6,-28,-0.6000000000000001,-0.9999999999999999,2,1,2
