date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,is_friendly
2026-06-16,Argentina,Algeria,,,FIFA World Cup,Kansas City,United States,True,False
2026-06-16,Austria,Jordan,,,FIFA World Cup,Santa Clara,United States,True,False
2026-06-17,Uzbekistan,Colombia,,,FIFA World Cup,Mexico City,Mexico,True,False
2026-06-17,England,Croatia,,,FIFA World Cup,Arlington,United States,True,False
2026-06-17,Ghana,Panama,,,FIFA World Cup,Toronto,Canada,True,False
2026-06-18,Mexico,South Korea,,,FIFA World Cup,Zapopan,Mexico,False,False
2026-06-18,Switzerland,Bosnia and Herzegovina,,,FIFA World Cup,Inglewood,United States,True,False
2026-06-18,Canada,Qatar,,,FIFA World Cup,Vancouver,Canada,False,False
2026-06-19,Scotland,Morocco,,,FIFA World Cup,Foxborough,United States,True,False
2026-06-19,Brazil,Haiti,,,FIFA World Cup,Philadelphia,United States,True,False
2026-06-19,United States,Australia,,,FIFA World Cup,Seattle,United States,False,False
2026-06-20,Ecuador,Curaçao,,,FIFA World Cup,Kansas City,United States,True,False
2026-06-20,Netherlands,Sweden,,,FIFA World Cup,Houston,United States,True,False
2026-06-20,Tunisia,Japan,,,FIFA World Cup,Guadalupe,Mexico,True,False
2026-06-21,Belgium,Iran,,,FIFA World Cup,Inglewood,United States,True,False
2026-06-21,New Zealand,Egypt,,,FIFA World Cup,Vancouver,Canada,True,False
2026-06-21,Spain,Saudi Arabia,,,FIFA World Cup,Atlanta,United States,True,False
2026-06-22,France,Iraq,,,FIFA World Cup,Philadelphia,United States,True,False
2026-06-22,Norway,Senegal,,,FIFA World Cup,East Rutherford,United States,True,False
2026-06-22,Argentina,Austria,,,FIFA World Cup,Arlington,United States,True,False
2026-06-22,Jordan,Algeria,,,FIFA World Cup,Santa Clara,United States,True,False
2026-06-23,Portugal,Uzbekistan,,,FIFA World Cup,Houston,United States,True,False
2026-06-23,England,Ghana,,,FIFA World Cup,Foxborough,United States,True,False
2026-06-23,Panama,Croatia,,,FIFA World Cup,Toronto,Canada,True,False
2026-06-24,South Africa,South Korea,,,FIFA World Cup,Guadalupe,Mexico,True,False
2026-06-24,Canada,Switzerland,,,FIFA World Cup,Vancouver,Canada,False,False
2026-06-24,Bosnia and Herzegovina,Qatar,,,FIFA World Cup,Seattle,United States,True,False
2026-06-24,Scotland,Brazil,,,FIFA World Cup,Miami Gardens,United States,True,False
2026-06-24,Morocco,Haiti,,,FIFA World Cup,Atlanta,United States,True,False
2026-06-25,Paraguay,Australia,,,FIFA World Cup,Santa Clara,United States,True,False
2026-06-25,Ecuador,Germany,,,FIFA World Cup,East Rutherford,United States,True,False
2026-06-25,Japan,Sweden,,,FIFA World Cup,Arlington,United States,True,False
2026-06-25,Tunisia,Netherlands,,,FIFA World Cup,Kansas City,United States,True,False
2026-06-26,Egypt,Iran,,,FIFA World Cup,Seattle,United States,True,False
2026-06-26,New Zealand,Belgium,,,FIFA World Cup,Vancouver,Canada,True,False
2026-06-26,Uruguay,Spain,,,FIFA World Cup,Zapopan,Mexico,True,False
2026-06-26,Norway,France,,,FIFA World Cup,Foxborough,United States,True,False
2026-06-26,Senegal,Iraq,,,FIFA World Cup,Toronto,Canada,True,False
2026-06-27,Algeria,Austria,,,FIFA World Cup,Kansas City,United States,True,False
2026-06-27,Jordan,Argentina,,,FIFA World Cup,Arlington,United States,True,False
2026-06-27,Colombia,Portugal,,,FIFA World Cup,Miami Gardens,United States,True,False
2026-06-27,Panama,England,,,FIFA World Cup,East Rutherford,United States,True,False
2026-06-27,Croatia,Ghana,,,FIFA World Cup,Philadelphia,United States,True,False
